n_paths,rmse,bias,empirical_sd,mean_estimate,truth,elapsed_seconds,fitted_slope
100,1.442969355287323,0.07652180283831989,1.4530989586801404,10.527105375023885,10.450583572185565,0.00095280899998329,-0.4998538878683512
300,0.8227516793475674,0.057411649475097803,0.8276723918174004,10.507995221660662,10.450583572185565,0.0015626349999990907,-0.4998538878683512
1000,0.38876861024658127,-0.002284111398525468,0.3920426496361584,10.44829946078704,10.450583572185565,0.002368386000000555,-0.4998538878683512
3000,0.3132157664267229,0.020356525094753053,0.31519119012092256,10.470940097280318,10.450583572185565,0.00404383099998995,-0.4998538878683512
10000,0.13059675622208916,-0.013831784010644554,0.13095811655516404,10.43675178817492,10.450583572185565,0.012407602000024553,-0.4998538878683512
30000,0.07912414055470889,-0.0030986780332273867,0.07973065556557488,10.447484894152337,10.450583572185565,0.050380346999986614,-0.4998538878683512
100000,0.046091458573435495,0.004736593693584368,0.04623433935802671,10.455320165879149,10.450583572185565,0.15324829999997291,-0.4998538878683512
